ch,siteID,spp,mass,age,sex,region,imp
110000,gainesville_7,NOCA,40.9,AHY,M,gainesville,0.7958479053191159
100000,gainesville_16,NOCA,39.5,AHY,M,gainesville,5.430918660450353
100000,gainesville_9,NOCA,43.5,AHY,M,gainesville,9.388789752799259
100000,springfield_5,GRCA,37,SY,F,springfield,32.15828967832283
111000,springfield_5,NOCA,43.3,AHY,M,springfield,32.15828967832283
100000,springfield_10,GRCA,37,AHY,M,springfield,14.500665574795955
100000,springfield_10,GRCA,39,AHY,F,springfield,14.500665574795955
100000,springfield_10,NOCA,40,AHY,M,springfield,14.500665574795955
100000,springfield_1,GRCA,34,AHY,M,springfield,20.482756955956077
110000,springfield_2,NOCA,43,AHY,M,springfield,1.6942343257013301
100000,springfield_23,GRCA,41,AHY,M,springfield,17.237152271856925
100000,springfield_22,GRCA,38,AHY,M,springfield,11.079416317550178
101000,springfield_7,GRCA,39,AHY,F,springfield,1.508553522658506
110000,springfield_3,NOCA,40,AHY,F,springfield,0.375814481843519
010000,springfield_13,NOCA,45.62,AHY,M,springfield,12.29755125375105
011000,springfield_19,NOCA,46.29,ASY,F,springfield,3.22373625711839
010111,springfield_19,NOCA,43.32,ASY,M,springfield,3.22373625711839
011000,springfield_19,GRCA,37.09,ASY,M,springfield,3.22373625711839
010010,springfield_23,GRCA,34.47,ASY,M,springfield,17.237152271856925
010000,springfield_12,NOCA,41.99,ASY,F,springfield,3.376241554526579
010000,springfield_12,GRCA,32.85,ASY,M,springfield,3.376241554526579
011010,springfield_8,GRCA,99999,SY,F,springfield,3.5115616366750673
010000,springfield_8,GRCA,36.21,SY,M,springfield,3.5115616366750673
011111,springfield_8,NOCA,41.63,ASY,M,springfield,3.5115616366750673
100000,gainesville_17,NOCA,34,AHY,F,gainesville,25.425288630790856
100000,gainesville_17,NOCA,42.3,AHY,F,gainesville,25.425288630790856
100000,gainesville_17,NOCA,30.8,AHY,M,gainesville,25.425288630790856
100000,gainesville_17,NOCA,39.5,AHY,M,gainesville,25.425288630790856
100000,gainesville_1,NOCA,38.7,AHY,M,gainesville,8.63406517290897
100000,gainesville_5,NOCA,37.7,AHY,F,gainesville,3.5086539012291587
100000,gainesville_13,NOCA,43.2,AHY,M,gainesville,0.5668963875155796
100000,gainesville_2,NOCA,37.5,AHY,F,gainesville,25.65079261990762
100000,gainesville_21,NOCA,38.9,AHY,F,gainesville,35.16423809537347
100000,gainesville_12,NOCA,37.3,AHY,F,gainesville,0.5331411761100309
100000,gainesville_15,NOCA,37.9,AHY,F,gainesville,11.11075430914925
100000,gainesville_15,NOCA,38.4,AHY,M,gainesville,11.11075430914925
100000,gainesville_10,NOCA,35.7,AHY,F,gainesville,13.840184977285283
100000,gainesville_3,NOCA,41.5,AHY,M,gainesville,6.318570457455592
100000,gainesville_3,NOCA,37.5,AHY,F,gainesville,6.318570457455592
100100,gainesville_3,NOCA,40.9,AHY,F,gainesville,6.318570457455592
100000,gainesville_19,NOCA,43.8,AHY,F,gainesville,11.406779520145138
111000,gainesville_6,NOCA,41.3,AHY,F,gainesville,0.516683469926487
100000,gainesville_18,NOCA,39.5,AHY,M,gainesville,0.2699185830844576
111000,gainesville_18,NOCA,41.9,AHY,M,gainesville,0.2699185830844576
110000,gainesville_18,NOCA,44.6,AHY,F,gainesville,0.2699185830844576
111010,gainesville_18,NOCA,39.3,AHY,F,gainesville,0.2699185830844576
110110,gainesville_18,NOCA,40.1,AHY,F,gainesville,0.2699185830844576
100000,gainesville_18,NOCA,40.9,AHY,F,gainesville,0.2699185830844576
110010,gainesville_14,NOCA,38.5,AHY,F,gainesville,26.04901186757946
111010,gainesville_14,NOCA,39.4,AHY,M,gainesville,26.04901186757946
110000,gainesville_14,NOCA,35.6,AHY,F,gainesville,26.04901186757946
100000,gainesville_14,NOCA,39.3,AHY,F,gainesville,26.04901186757946
110000,gainesville_4,NOCA,39.5,AHY,M,gainesville,9.920357329686677
110000,gainesville_7,NOCA,34,AHY,M,gainesville,0.7958479053191159
110000,gainesville_7,NOCA,38.2,AHY,F,gainesville,0.7958479053191159
110000,gainesville_7,NOCA,37.9,AHY,F,gainesville,0.7958479053191159
101000,NA,NA,NA,NA,NA,NA,NA
110000,NA,NA,NA,NA,NA,NA,NA
100000,dc_21,SOSP,17.4,AHY,M,dc,29.53930696964135
100000,dc_37,SOSP,17.2,AHY,F,dc,17.56612451390919
000100,springfield_14,SOSP,24.23,AHY,F,springfield,4.618744965312717
000100,springfield_7,SOSP,21.1,AHY,M,springfield,1.508553522658506
000100,springfield_22,SOSP,99999,AHY,M,springfield,11.079416317550178
000110,springfield_22,SOSP,22.25,AHY,M,springfield,11.079416317550178
000100,springfield_12,SOSP,20.86,AHY,F,springfield,3.376241554526579
000100,springfield_12,SOSP,21.95,AHY,M,springfield,3.376241554526579
000110,springfield_27,SOSP,22.02,AHY,M,springfield,0.46347904370375
000100,springfield_18,SOSP,20.1,AHY,M,springfield,2.997078901167924
000100,springfield_18,SOSP,21.32,AHY,F,springfield,2.997078901167924
000100,springfield_18,SOSP,21.75,AHY,M,springfield,2.997078901167924
010000,springfield_24,SOSP,19.79,ASY,M,springfield,1.8485340584782854
010000,springfield_13,SOSP,21.06,ASY,F,springfield,12.29755125375105
100000,springfield_7,SOSP,22,AHY,M,springfield,1.508553522658506
100000,springfield_7,SOSP,20,AHY,F,springfield,1.508553522658506
110110,springfield_7,SOSP,22.8,AHY,M,springfield,1.508553522658506
100000,springfield_22,SOSP,22,AHY,M,springfield,11.079416317550178
110000,springfield_16,SOSP,20,AHY,F,springfield,12.45540834063224
100000,springfield_9,SOSP,21,AHY,M,springfield,11.596208628066424
101100,NA,NA,NA,NA,NA,NA,NA
110000,NA,NA,NA,NA,NA,NA,NA
100000,NA,NA,NA,NA,NA,NA,NA
110000,gainesville_14,NOCA,41,AHY,F,gainesville,26.04901186757946
100000,gainesville_9,NOCA,37.8,AHY,F,gainesville,9.388789752799259
100000,gainesville_9,NOCA,36.7,AHY,M,gainesville,9.388789752799259
010010,gainesville_3,NOCA,42.3,AHY,M,gainesville,6.318570457455592
010000,gainesville_1,NOCA,99999,AHY,M,gainesville,8.63406517290897
010000,gainesville_14,NOCA,37.1,AHY,M,gainesville,26.04901186757946
011000,gainesville_14,NOCA,35.7,AHY,F,gainesville,26.04901186757946
011000,gainesville_14,NOCA,42.7,AHY,F,gainesville,26.04901186757946
011000,gainesville_18,NOCA,37.5,AHY,F,gainesville,0.2699185830844576
010111,gainesville_18,NOCA,41.9,AHY,M,gainesville,0.2699185830844576
010000,gainesville_11,NOCA,35.7,AHY,M,gainesville,28.24082441963813
010000,gainesville_11,NOCA,36.8,AHY,M,gainesville,28.24082441963813
010010,gainesville_11,NOCA,33.3,AHY,M,gainesville,28.24082441963813
010000,gainesville_15,NOCA,39.1,AHY,M,gainesville,11.11075430914925
010000,gainesville_15,NOCA,37.4,AHY,F,gainesville,11.11075430914925
010100,gainesville_7,NOCA,42,AHY,M,gainesville,0.7958479053191159
010000,gainesville_7,NOCA,40.3,AHY,M,gainesville,0.7958479053191159
010000,gainesville_10,NOCA,27,AHY,F,gainesville,13.840184977285283
010000,gainesville_8,NOCA,23.9,AHY,F,gainesville,1.5327277127946661
010000,gainesville_8,NOCA,24.4,AHY,F,gainesville,1.5327277127946661
010000,gainesville_8,NOCA,25.3,AHY,M,gainesville,1.5327277127946661
010000,gainesville_20,NOCA,43.4,AHY,F,gainesville,14.094521316392369
011001,gainesville_20,NOCA,36.6,AHY,M,gainesville,14.094521316392369
010000,gainesville_21,NOCA,35.4,AHY,M,gainesville,35.16423809537347
010000,gainesville_4,NOCA,38.5,AHY,F,gainesville,9.920357329686677
010000,gainesville_4,NOCA,40.6,AHY,M,gainesville,9.920357329686677
010000,gainesville_2,NOCA,39,AHY,F,gainesville,25.65079261990762
010100,gainesville_2,NOCA,99999,AHY,M,gainesville,25.65079261990762
000110,gainesville_3,NOCA,41.7,AHY,M,gainesville,6.318570457455592
000100,gainesville_3,NOCA,35.8,AHY,F,gainesville,6.318570457455592
000100,gainesville_10,NOCA,40.6,AHY,F,gainesville,13.840184977285283
100000,NA,NA,NA,NA,NA,NA,NA
100000,dc_12,SOSP,21.4,AHY,F,dc,8.273977456472352
001001,dc_1,SOSP,21.6,AHY,M,dc,12.05521642271349
001100,dc_51,SOSP,21.1,AHY,M,dc,44.9636297852244
001000,dc_34,SOSP,20.6,AHY,M,dc,2.0355017189269504
110000,dc_79,SOSP,21.8,AHY,M,dc,20.66164337410749
100000,dc_78,SOSP,99999,noData,noData,dc,77.2737930844539
100000,dc_55,SOSP,21.7,AHY,F,dc,55.35148643643939
100000,dc_55,SOSP,15.7,AHY,M,dc,55.35148643643939
100000,dc_16,SOSP,99999,noData,noData,dc,18.044063164447557
100000,dc_16,SOSP,20.7,AHY,M,dc,18.044063164447557
010000,springfield_14,SOSP,21.93,ASY,M,springfield,4.618744965312717
010000,springfield_14,SOSP,19.7,SY,F,springfield,4.618744965312717
011000,springfield_2,SOSP,21.73,ASY,M,springfield,1.6942343257013301
010000,springfield_9,SOSP,21.62,SY,M,springfield,11.596208628066424
010000,springfield_9,SOSP,20.22,AHY,F,springfield,11.596208628066424
010110,springfield_7,SOSP,21.5,AHY,F,springfield,1.508553522658506
010000,springfield_11,SOSP,22.41,SY,M,springfield,1.7791473674778417
010000,springfield_6,SOSP,20.46,SY,M,springfield,5.520910554198763
001000,springfield_6,SOSP,21.86,AHY,F,springfield,5.520910554198763
001000,springfield_6,SOSP,21.19,AHY,M,springfield,5.520910554198763
001100,springfield_6,SOSP,20.67,AHY,M,springfield,5.520910554198763
001000,springfield_6,SOSP,22.17,AHY,M,springfield,5.520910554198763
001000,springfield_25,SOSP,23.7,AHY,F,springfield,23.693863540184143
001000,springfield_25,SOSP,18.97,AHY,M,springfield,23.693863540184143
001010,springfield_12,SOSP,23.75,AHY,F,springfield,3.376241554526579
001110,springfield_12,SOSP,21.55,AHY,M,springfield,3.376241554526579
001000,springfield_12,SOSP,21.86,AHY,M,springfield,3.376241554526579
001000,springfield_12,SOSP,22.16,AHY,F,springfield,3.376241554526579
001110,springfield_12,SOSP,20.78,AHY,M,springfield,3.376241554526579
001000,springfield_12,SOSP,20.38,AHY,F,springfield,3.376241554526579
001000,springfield_12,SOSP,22.87,AHY,F,springfield,3.376241554526579
001000,springfield_2,SOSP,22.34,AHY,F,springfield,1.6942343257013301
001000,springfield_2,SOSP,22.02,AHY,M,springfield,1.6942343257013301
001000,springfield_18,SOSP,19.75,AHY,M,springfield,2.997078901167924
001100,springfield_18,SOSP,17.93,AHY,F,springfield,2.997078901167924
010010,NA,NA,NA,NA,NA,NA,NA
101000,NA,NA,NA,NA,NA,NA,NA
010000,NA,NA,NA,NA,NA,NA,NA
100000,NA,NA,NA,NA,NA,NA,NA
101111,NA,NA,NA,NA,NA,NA,NA
110100,NA,NA,NA,NA,NA,NA,NA
000100,NA,NA,NA,NA,NA,NA,NA
100000,NA,NA,NA,NA,NA,NA,NA
010000,NA,NA,NA,NA,NA,NA,NA
000100,dc_1,NOCA,52,AHY,M,dc,12.05521642271349
000100,dc_2,NOCA,42.2,AHY,M,dc,17.773224535266916
000100,dc_45,NOCA,44.6,AHY,M,dc,2.260624426997607
000110,dc_57,NOCA,46,AHY,F,dc,0.3089548094382787
000100,dc_57,GRCA,34.7,AHY,M,dc,0.3089548094382787
000100,dc_5,GRCA,31.6,AHY,M,dc,13.562992643500497
000100,dc_5,GRCA,36,ASY,F,dc,13.562992643500497
000100,dc_55,GRCA,43.4,AHY,M,dc,55.35148643643939
000100,dc_55,NOCA,49.2,AHY,M,dc,55.35148643643939
000110,dc_72,NOCA,39.8,AHY,M,dc,22.796729710500248
000100,dc_72,NOCA,49.2,AHY,F,dc,22.796729710500248
000111,dc_72,NOCA,43.8,AHY,M,dc,22.796729710500248
000110,dc_72,NOCA,43.7,AHY,F,dc,22.796729710500248
000100,dc_13,NOCA,41.6,AHY,F,dc,0.19177506162606625
000100,dc_59,NOCA,43.6,AHY,M,dc,2.515134644119607
000100,dc_59,NOCA,43.2,AHY,M,dc,2.515134644119607
000100,dc_59,NOCA,47.1,AHY,F,dc,2.515134644119607
000110,dc_58,NOCA,42,AHY,F,dc,0.8553798366948999
000100,dc_58,NOCA,47.3,AHY,F,dc,0.8553798366948999
000100,dc_23,GRCA,37.5,AHY,M,dc,13.244242803162631
000100,dc_9,GRCA,33.9,AHY,M,dc,9.792612132149117
000100,dc_9,NOCA,43.7,AHY,F,dc,9.792612132149117
000110,dc_7,NOCA,45.6,AHY,M,dc,7.3853653808695405
000100,dc_75,GRCA,35,AHY,F,dc,15.14826655451711
000111,dc_75,NOCA,46.3,AHY,F,dc,15.14826655451711
000100,dc_68,GRCA,38.6,AHY,F,dc,13.688583243263727
100000,NA,NA,NA,NA,NA,NA,NA
110110,NA,NA,NA,NA,NA,NA,NA
101000,dc_1,NOCA,43.4,AHY,F,dc,12.05521642271349
100000,dc_1,NOCA,46.4,AHY,M,dc,12.05521642271349
100000,dc_1,GRCA,33.6,AHY,M,dc,12.05521642271349
100000,dc_12,GRCA,35.2,AHY,M,dc,8.273977456472352
101000,dc_12,NOCA,42.1,AHY,M,dc,8.273977456472352
100000,dc_12,GRCA,43.7,AHY,F,dc,8.273977456472352
100000,dc_12,NOCA,41.1,AHY,F,dc,8.273977456472352
100000,dc_11,NOCA,40.6,AHY,F,dc,16.674791769623933
100000,dc_11,GRCA,36.1,AHY,M,dc,16.674791769623933
100000,dc_11,NOCA,42.1,AHY,M,dc,16.674791769623933
100000,dc_37,GRCA,34.7,AHY,M,dc,17.56612451390919
100000,dc_37,NOCA,99999,AHY,M,dc,17.56612451390919
100000,dc_37,NOCA,99999,AHY,F,dc,17.56612451390919
100000,dc_37,GRCA,33.2,AHY,F,dc,17.56612451390919
100000,dc_37,GRCA,34.2,AHY,M,dc,17.56612451390919
101000,dc_37,GRCA,36.6,AHY,M,dc,17.56612451390919
100000,dc_37,GRCA,39.9,AHY,M,dc,17.56612451390919
100000,dc_37,GRCA,39.2,AHY,F,dc,17.56612451390919
110001,dc_37,NOCA,45.9,AHY,M,dc,17.56612451390919
100000,dc_37,GRCA,33.6,AHY,M,dc,17.56612451390919
100000,dc_21,GRCA,31.7,AHY,M,dc,29.53930696964135
100000,dc_21,GRCA,34.6,AHY,M,dc,29.53930696964135
100000,dc_21,GRCA,32.1,AHY,M,dc,29.53930696964135
100000,dc_37,NOCA,45.7,AHY,F,dc,17.56612451390919
010000,NA,NA,NA,NA,NA,NA,NA
110000,NA,NA,NA,NA,NA,NA,NA
001000,dc_52,NOCA,43.6,AHY,M,dc,0.7953645150928994
001000,dc_52,NOCA,44.2,AHY,M,dc,0.7953645150928994
001000,dc_52,GRCA,35.9,AHY,M,dc,0.7953645150928994
001000,dc_52,NOCA,40.9,AHY,M,dc,0.7953645150928994
001100,dc_52,NOCA,44.1,AHY,M,dc,0.7953645150928994
001000,dc_21,GRCA,38.5,AHY,F,dc,29.53930696964135
001111,dc_21,NOCA,43.3,AHY,M,dc,29.53930696964135
001000,dc_23,NOCA,45.5,SY,M,dc,13.244242803162631
001000,dc_23,GRCA,35.8,AHY,M,dc,13.244242803162631
001000,dc_23,NOCA,39.5,AHY,F,dc,13.244242803162631
001000,dc_23,NOCA,99999,AHY,M,dc,13.244242803162631
001000,dc_37,GRCA,34.1,AHY,F,dc,17.56612451390919
001000,dc_37,NOCA,42.7,SY,M,dc,17.56612451390919
001000,dc_37,GRCA,36.3,AHY,M,dc,17.56612451390919
001000,dc_37,NOCA,42.5,AHY,F,dc,17.56612451390919
001000,dc_33,NOCA,39.5,SY,F,dc,44.7036731204875
001000,dc_68,GRCA,36.9,AHY,M,dc,13.688583243263727
001000,dc_68,NOCA,41,SY,F,dc,13.688583243263727
001001,dc_57,NOCA,47.7,AHY,M,dc,0.3089548094382787
001000,dc_50,NOCA,41.7,SY,F,dc,8.866602112905868
001000,dc_54,GRCA,33.9,SY,M,dc,38.43477014834498
001000,dc_76,GRCA,35.2,ASY,M,dc,29.541603275658495
001100,dc_55,GRCA,44,AHY,F,dc,55.35148643643939
001010,dc_55,GRCA,37,ASY,M,dc,55.35148643643939
001000,dc_55,GRCA,40.7,AHY,F,dc,55.35148643643939
001000,dc_13,GRCA,35.1,SY,F,dc,0.19177506162606625
001000,dc_46,GRCA,37,AHY,M,dc,41.49568828802371
001000,dc_46,GRCA,46.6,AHY,F,dc,41.49568828802371
001000,dc_53,GRCA,99999,AHY,F,dc,38.7559175247704
101000,dc_4,NOCA,40.8,AHY,F,dc,14.930376455106416
100000,dc_76,NOCA,48.3,AHY,M,dc,29.541603275658495
100000,dc_5,NOCA,45.1,AHY,M,dc,13.562992643500497
100000,dc_5,GRCA,38.1,AHY,M,dc,13.562992643500497
100000,dc_5,NOCA,41.9,AHY,F,dc,13.562992643500497
110000,dc_71,GRCA,36.3,AHY,M,dc,19.35982387403365
110000,dc_71,GRCA,38.9,AHY,M,dc,19.35982387403365
100000,dc_71,GRCA,35.2,AHY,M,dc,19.35982387403365
110000,dc_58,NOCA,38.6,AHY,F,dc,0.8553798366948999
100000,dc_64,GRCA,35.4,AHY,F,dc,28.867877672960052
100000,dc_64,GRCA,33.7,AHY,M,dc,28.867877672960052
100000,dc_64,GRCA,34.7,AHY,M,dc,28.867877672960052
111000,dc_53,GRCA,36.7,AHY,F,dc,38.7559175247704
100000,dc_53,GRCA,36,AHY,F,dc,38.7559175247704
100000,dc_3,NOCA,46,AHY,M,dc,16.311037537557116
100000,dc_3,NOCA,43.1,AHY,M,dc,16.311037537557116
100000,dc_3,NOCA,39.9,AHY,F,dc,16.311037537557116
100000,dc_10,NOCA,42.3,AHY,M,dc,16.058698572175746
100000,dc_10,NOCA,43.1,AHY,F,dc,16.058698572175746
100000,dc_75,NOCA,38.3,AHY,F,dc,15.14826655451711
110000,dc_75,GRCA,35.1,AHY,M,dc,15.14826655451711
100000,dc_75,GRCA,33.2,AHY,M,dc,15.14826655451711
100000,dc_75,GRCA,39.7,AHY,F,dc,15.14826655451711
100100,dc_59,NOCA,50.9,AHY,F,dc,2.515134644119607
100000,dc_48,GRCA,35.3,AHY,M,dc,18.221018591973273
100000,dc_48,GRCA,41.1,AHY,F,dc,18.221018591973273
100000,dc_47,GRCA,39.2,AHY,F,dc,18.647289544248498
110000,dc_47,GRCA,40,AHY,M,dc,18.647289544248498
101000,dc_18,NOCA,50,AHY,F,dc,15.220496977520728
100000,dc_44,GRCA,36.3,AHY,M,dc,2.750633203057335
100000,dc_44,GRCA,34,AHY,M,dc,2.750633203057335
110100,dc_44,NOCA,44.2,AHY,M,dc,2.750633203057335
100000,dc_23,NOCA,49,AHY,M,dc,13.244242803162631
100000,dc_23,GRCA,35.9,AHY,M,dc,13.244242803162631
100000,dc_23,GRCA,36.9,AHY,F,dc,13.244242803162631
100000,dc_23,NOCA,40.5,AHY,F,dc,13.244242803162631
100000,dc_23,NOCA,39.7,AHY,F,dc,13.244242803162631
100000,dc_23,NOCA,43.4,AHY,M,dc,13.244242803162631
100000,dc_45,GRCA,35.3,AHY,M,dc,2.260624426997607
100000,dc_45,GRCA,43,AHY,F,dc,2.260624426997607
110000,dc_45,GRCA,34.1,AHY,M,dc,2.260624426997607
100000,dc_45,GRCA,35.7,AHY,M,dc,2.260624426997607
100000,dc_45,NOCA,43.3,AHY,F,dc,2.260624426997607
100000,dc_45,NOCA,44.3,AHY,M,dc,2.260624426997607
100000,dc_45,GRCA,34.8,AHY,M,dc,2.260624426997607
100000,dc_45,GRCA,37.7,AHY,M,dc,2.260624426997607
111000,dc_72,GRCA,35.2,AHY,M,dc,22.796729710500248
100000,dc_72,GRCA,36.6,AHY,F,dc,22.796729710500248
100010,dc_31,NOCA,44.4,AHY,F,dc,22.083489906729575
100000,dc_31,NOCA,41.9,AHY,M,dc,22.083489906729575
100000,dc_2,NOCA,43.4,AHY,M,dc,17.773224535266916
100000,dc_2,GRCA,32.8,AHY,M,dc,17.773224535266916
100000,dc_2,GRCA,38.8,AHY,F,dc,17.773224535266916
100000,dc_60,NOCA,47.4,AHY,F,dc,43.465758041087255
111010,dc_27,NOCA,41.4,AHY,F,dc,0.21444993141507726
100000,dc_9,NOCA,40.3,AHY,F,dc,9.792612132149117
100000,dc_9,NOCA,40.4,AHY,M,dc,9.792612132149117
100000,dc_28,NOCA,41,AHY,F,dc,21.452174430924135
100000,dc_25,NOCA,38.6,AHY,F,dc,19.266683794731215
100000,dc_15,NOCA,38.2,AHY,F,dc,4.622294797601261
001000,dc_70,SOSP,19.3,AHY,M,dc,16.41750141150856
010000,dc_75,GRCA,35.8,AHY,M,dc,15.14826655451711
010001,dc_14,GRCA,22.1,AHY,M,dc,24.85823122018373
010000,dc_36,GRCA,37.6,AHY,F,dc,28.637323252341805
001010,dc_68,SOSP,20.3,AHY,M,dc,13.688583243263727
001000,dc_68,SOSP,18.3,AHY,F,dc,13.688583243263727
001011,dc_55,SOSP,23.9,AHY,M,dc,55.35148643643939
001000,dc_46,SOSP,99999,AHY,F,dc,41.49568828802371
001110,dc_38,SOSP,20.5,AHY,M,dc,24.898963187668702
010000,NA,NA,NA,NA,NA,NA,NA
110000,NA,NA,NA,NA,NA,NA,NA
101100,dc_75,SOSP,20,AHY,M,dc,15.14826655451711
100000,dc_75,SOSP,20.1,AHY,F,dc,15.14826655451711
100000,dc_60,SOSP,20.7,AHY,F,dc,43.465758041087255
100000,dc_60,SOSP,19.9,AHY,F,dc,43.465758041087255
100000,dc_27,SOSP,21.2,AHY,M,dc,0.21444993141507726
100010,dc_25,SOSP,20.7,AHY,M,dc,19.266683794731215
101100,NA,NA,NA,NA,NA,NA,NA
101000,NA,NA,NA,NA,NA,NA,NA
010000,dc_41,SOSP,19.9,AHY,M,dc,9.89276169646652
011110,dc_6,SOSP,22.2,AHY,M,dc,23.673583607447497
010000,dc_19,SOSP,20.1,AHY,F,dc,30.68958086742275
011001,dc_34,SOSP,20.4,AHY,M,dc,2.0355017189269504
001011,dc_45,SOSP,21.7,AHY,M,dc,2.260624426997607
001000,dc_29,SOSP,18.7,AHY,M,dc,10.703115126152511
001000,dc_32,SOSP,21.1,AHY,M,dc,20.712875819051465
100000,dc_38,SOSP,22.4,AHY,M,dc,24.898963187668702
100000,dc_38,SOSP,20.6,AHY,M,dc,24.898963187668702
100000,dc_69,SOSP,19.4,AHY,M,dc,5.086523650446573
110000,dc_69,SOSP,22,AHY,M,dc,5.086523650446573
100000,dc_80,SOSP,19.7,AHY,M,dc,19.14522084138222
100000,dc_20,GRCA,33.4,AHY,M,dc,17.09425345697
100000,dc_41,SOSP,21,AHY,M,dc,9.89276169646652
100000,dc_41,SOSP,21.5,AHY,M,dc,9.89276169646652
100000,dc_19,SOSP,21.7,AHY,M,dc,30.68958086742275
110000,dc_19,SOSP,18.2,AHY,M,dc,30.68958086742275
100100,dc_19,SOSP,22.2,AHY,M,dc,30.68958086742275
100000,dc_33,SOSP,21.2,AHY,M,dc,44.7036731204875
100000,dc_33,SOSP,20,AHY,F,dc,44.7036731204875
100000,dc_24,SOSP,19.2,AHY,M,dc,28.181845082550346
100000,dc_30,SOSP,19,AHY,F,dc,29.831061700379717
100000,dc_29,SOSP,22.9,AHY,M,dc,10.703115126152511
011000,dc_61,SOSP,17.3,AHY,F,dc,39.82339424633161
010000,dc_18,SOSP,20,AHY,M,dc,15.220496977520728
010000,dc_1,SOSP,21,AHY,M,dc,12.05521642271349
010000,dc_39,SOSP,22.1,AHY,F,dc,18.18446116268389
011010,dc_80,SOSP,20.3,AHY,M,dc,19.14522084138222
010000,dc_23,SOSP,21.1,AHY,M,dc,13.244242803162631
010000,dc_60,SOSP,23,AHY,F,dc,43.465758041087255
010000,dc_45,SOSP,21,AHY,M,dc,2.260624426997607
011000,dc_68,SOSP,20.3,AHY,M,dc,13.688583243263727
100000,dc_15,NOCA,39,AHY,M,dc,4.622294797601261
010000,gainesville_17,NOCA,38.1,AHY,M,gainesville,25.425288630790856
000100,dc_80,GRCA,33.2,ASY,F,dc,19.14522084138222
000100,dc_80,GRCA,33.6,ASY,M,dc,19.14522084138222
000100,dc_36,GRCA,31.9,ASY,M,dc,28.637323252341805
000100,dc_36,GRCA,31.9,ASY,M,dc,28.637323252341805
000100,dc_36,GRCA,34.9,SY,F,dc,28.637323252341805
