siteID,date,time,enc,spp,bandNumber,colorCombo,mass,wing,tl,age,sex
dc_61,2012-04-18,0930,B,NOCA,791-17230,"YY,X",39.6,95.5,97,AHY,F
dc_38,2012-05-04,0001,B,GRCA,791-17233,"WX,B",38.8,91,99999,AHY,M
dc_38,2012-05-04,0001,B,SOSP,2441-96447,"Y,XG",22.4,70,99999,AHY,M
dc_38,2012-05-04,0001,B,SOSP,2441-96448,"OB,X",20.6,64,99999,AHY,M
dc_69,2012-05-10,0001,B,GRCA,791-17238,"OB,X",37.7,91,99999,AHY,M
dc_69,2012-05-10,0001,B,GRCA,791-17239,"R,XR",43.3,89,99999,AHY,F
dc_69,2012-05-10,0001,B,SOSP,2441-96450,"YX,Y",19.4,67,99999,AHY,M
dc_69,2012-05-10,0001,B,SOSP,2441-96451,"WX,O",22,70,99999,AHY,M
dc_6,2012-05-12,0001,B,GRCA,791-17246,"WX,B",36.9,91,99999,AHY,M
dc_6,2012-05-12,0001,B,GRCA,791-17247,"O,MX",41.2,90,99999,AHY,M
dc_6,2012-05-12,0001,B,GRCA,791-17248,"X,OR",37.5,88,99999,AHY,M
dc_1,2012-05-17,0001,B,NOCA,2421-11487,"GB,X",46.4,93,99999,AHY,M
dc_1,2012-05-17,0001,B,GRCA,2421-11488,"B,MX",33.6,93,99999,AHY,M
dc_1,2012-05-17,0001,B,NOCA,2421-11486,"XB,R",43.4,91,99999,AHY,F
dc_12,2012-05-18,0001,B,GRCA,2421-11489,"XO,Y",35.2,87,99999,AHY,M
dc_12,2012-05-18,0001,B,GRCA,2421-11491,"G,XM",43.7,86,99999,AHY,F
dc_12,2012-05-18,0001,B,NOCA,2421-11492,"X,YR",41.1,89,99999,AHY,F
dc_12,2012-05-18,0001,B,SOSP,2341-29390,"X,M",21.4,63,99999,AHY,F
dc_12,2012-05-18,0001,B,NOCA,2421-11490,"KX,G",42.1,93,99999,AHY,M
dc_11,2012-05-19,0001,B,NOCA,2421-11493,"XO,G",40.6,86,99999,AHY,F
dc_11,2012-05-19,0001,B,GRCA,2421-11494,"B,RX",36.1,89,99999,AHY,M
dc_11,2012-05-19,0001,B,NOCA,2421-11495,"X,WR",42.1,86,99999,AHY,M
dc_77,2012-05-22,0001,B,GRCA,791-17256,"X,RB",33.2,83,99999,AHY,M
dc_77,2012-05-22,0001,B,NOCA,791-17257,"MX,M",44.6,86,99999,AHY,F
dc_77,2012-05-22,0001,B,GRCA,791-17258,"XY,W",35,89,99999,AHY,M
dc_4,2012-05-23,0001,B,NOCA,2421-34601,"R,XM",40.8,92,99999,AHY,F
dc_68,2012-05-23,0001,B,GRCA,791-17796,"B,XR",34.1,90,99999,AHY,M
dc_68,2012-05-23,0001,B,GRCA,791-17797,"X,MO",39.1,89,99999,AHY,F
dc_68,2012-05-23,0001,B,GRCA,791-17798,"KB,X",37,87,99999,AHY,M
dc_68,2012-05-23,0001,B,NOCA,791-17799,"O,XM",47.2,89,99999,AHY,F
dc_80,2012-05-23,0001,B,NOCA,791-17259,"XO,Y",38.4,90,99999,AHY,F
dc_80,2012-05-23,0001,B,SOSP,2441-96455,"X,RB",19.7,66,99999,AHY,M
dc_80,2012-05-23,0001,B,GRCA,791-17260,"BB,X",36,91,99999,AHY,F
dc_76,2012-05-24,0001,B,NOCA,2421-34605,"GK,X",48.3,93,99999,AHY,M
springfield_25,2012-05-24,0001,B,SOSP,2571-83004,"XW,W",18.25,65,63,AHY,M
dc_5,2012-05-25,0001,B,NOCA,2421-34606,"W,RX",45.1,95,99999,AHY,M
dc_5,2012-05-25,0001,B,GRCA,2421-34607,"WW,X",38.1,90,99999,AHY,M
dc_5,2012-05-25,0001,B,NOCA,2421-34608,"XG,G",41.9,92,99999,AHY,F
dc_20,2012-05-26,0001,B,GRCA,2441-96457,"B,OX",33.4,84,99999,AHY,M
dc_20,2012-05-26,0001,B,GRCA,791-17264,"G,XO",41.1,86,99999,AHY,F
dc_71,2012-05-26,0001,B,GRCA,2421-34611,"GX,G",35.2,92,99999,AHY,M
dc_71,2012-05-26,0001,B,GRCA,2421-34609,"BR,X",36.3,94,99999,AHY,M
dc_71,2012-05-26,0001,B,GRCA,2421-34610,"XM,B",38.9,90,99999,AHY,M
springfield_21,2012-05-28,0001,B,NOCA,2531-91109,"XW,W",46,107,102,AHY,M
dc_58,2012-05-29,0001,B,NOCA,2421-34612,"G,BX",38.6,90,99999,AHY,F
dc_8,2012-05-29,0001,B,GRCA,791-17265,"R,OX",36.2,88,99999,AHY,M
dc_39,2012-05-31,0001,B,GRCA,791-17266,"X,WB",34.5,84,99999,AHY,M
springfield_4,2012-05-31,0001,B,SOSP,2571-83006,"W,XY",20.5,63,65,AHY,M
dc_64,2012-06-01,0001,B,GRCA,2421-34614,"X,YB",35.4,90,99999,AHY,F
dc_64,2012-06-01,0001,B,GRCA,2421-34615,"MM,X",33.7,88,99999,AHY,M
dc_64,2012-06-01,0001,B,GRCA,2421-34616,"X,GK",34.7,88,99999,AHY,M
dc_53,2012-06-02,0001,B,GRCA,2421-34618,"G,YX",36,87,99999,AHY,F
dc_53,2012-06-02,0001,B,GRCA,2421-34617,"XR,R",36.7,86,99999,AHY,F
dc_3,2012-06-04,0001,B,NOCA,2421-34619,"XO,B",46,98,99999,AHY,M
dc_3,2012-06-04,0001,B,NOCA,2421-34622,"GY,X",43.1,97,99999,AHY,M
dc_3,2012-06-04,0001,B,NOCA,2421-34623,"XW,B",39.9,90,99999,AHY,F
dc_46,2012-06-04,0001,B,GRCA,2561-44905,"GX,B",31.3,87,99999,AHY,M
dc_37,2012-06-05,0001,B,GRCA,2421-11580,"RK,X",33.2,89.5,99999,AHY,F
dc_37,2012-06-05,0001,B,GRCA,2421-11577,"OW,X",34.7,91,99999,AHY,M
dc_37,2012-06-05,0001,B,NOCA,2421-11578,"GM,X",99999,92,99999,AHY,M
dc_37,2012-06-05,0001,B,NOCA,2421-11579,"OX,Y",99999,96,99999,AHY,F
dc_37,2012-06-05,0001,B,GRCA,2421-11581,"M,WX",34.2,95,99999,AHY,M
dc_37,2012-06-05,0001,B,GRCA,2421-11582,"OX,B",36.6,88,99999,AHY,M
dc_41,2012-06-05,0001,B,SOSP,2441-96463,"GB,X",21,60,99999,AHY,M
dc_41,2012-06-05,0001,B,SOSP,2441-96464,"B,XW",21.5,66,99999,AHY,M
dc_79,2012-06-05,0001,B,SOSP,2341-30364,"XO,R",21.8,69,99999,AHY,M
dc_10,2012-06-06,0001,B,NOCA,2421-34628,"XR,B",42.3,93,99999,AHY,M
dc_10,2012-06-06,0001,B,NOCA,2421-34629,"GB,X",43.1,93,99999,AHY,F
dc_37,2012-06-06,0001,B,GRCA,2421-11584,"X,YR",39.9,90,99999,AHY,M
dc_37,2012-06-06,0001,B,GRCA,2421-11585,"GX,R",39.2,90,99999,AHY,F
dc_37,2012-06-06,0001,B,GRCA,2421-11587,"G,XW",33.6,86,99999,AHY,M
dc_37,2012-06-06,0001,B,GRCA,791-17273,"OX,B",36,91,99999,AHY,M
dc_37,2012-06-06,0001,B,NOCA,2421-11586,"YR,X",45.9,98,99999,AHY,M
gainesville_17,2012-06-06,0001,B,NOCA,1991-18001,"GY,X",34,85,92,AHY,F
gainesville_17,2012-06-06,0001,B,NOCA,1991-18002,"WX,-",42.3,99999,99999,AHY,F
gainesville_17,2012-06-06,0001,B,NOCA,1991-18003,"GG,X",30.8,86.5,93,AHY,M
gainesville_17,2012-06-06,0001,B,NOCA,1991-18004,"B,WX",39.5,92,102,AHY,M
dc_17,2012-06-07,0001,B,NOCA,791-17274,"X,MO",40,90,99999,AHY,M
dc_17,2012-06-07,0001,B,GRCA,791-17276,"WG,X",39.3,83,99999,U,F
dc_17,2012-06-07,0001,B,GRCA,791-17277,"X,BG",38.3,92,99999,AHY,M
dc_17,2012-06-07,0001,B,GRCA,791-17275,"XK,R",34.8,90,99999,AHY,M
dc_74,2012-06-07,0001,B,NOCA,2561-44906,"X,OM",45.3,92,99999,AHY,M
dc_74,2012-06-07,0001,B,NOCA,2561-44907,"GX,R",47.5,93,99999,AHY,M
dc_75,2012-06-07,0001,B,NOCA,2421-34631,"R,XO",38.3,87,99999,AHY,F
dc_75,2012-06-07,0001,B,SOSP,2441-14168,"G,XR",20.1,61,99999,AHY,F
dc_75,2012-06-07,0001,B,GRCA,2421-34633,"MX,O",33.2,90,99999,AHY,M
dc_75,2012-06-07,0001,B,GRCA,2421-34634,"XW,Y",39.7,84,99999,AHY,F
dc_75,2012-06-07,0001,B,SOSP,2441-14167,"MX,Y",20,68,99999,AHY,M
dc_75,2012-06-07,0001,B,GRCA,2421-34632,"W,GX",35.1,92,99999,AHY,M
springfield_13,2012-06-07,0001,B,GRCA,2531-91116,"XO,Y",38.5,89,90,AHY,F
springfield_13,2012-06-07,0001,B,GRCA,2531-91115,"GX,W",34.1,98,99,AHY,M
springfield_13,2012-06-07,0001,B,NOCA,2531-91117,"X,OY",42.5,92,98,AHY,F
dc_19,2012-06-08,0001,B,SOSP,2441-96471,"XR,B",22.2,66,99999,AHY,M
dc_19,2012-06-08,0001,B,GRCA,791-17278,"XM,O",34.8,86,99999,AHY,M
dc_19,2012-06-08,0001,B,SOSP,2441-96469,"W,XY",21.7,66,99999,AHY,M
dc_19,2012-06-08,0001,B,GRCA,791-17279,"XG,W",36.6,85,99999,AHY,F
dc_19,2012-06-08,0001,B,SOSP,2441-96470,"WG,X",18.2,65,99999,AHY,M
dc_21,2012-06-08,0001,B,SOSP,2251-80396,"P,OX",17.4,68,99999,AHY,M
dc_21,2012-06-08,0001,B,GRCA,2421-11589,"G,XM",31.7,86,99999,AHY,M
dc_21,2012-06-08,0001,B,GRCA,2421-11590,"WX,B",34.6,90,99999,AHY,M
dc_21,2012-06-08,0001,B,GRCA,2421-11591,"RX,R",32.1,90,99999,AHY,M
dc_35,2012-06-08,0001,B,NOCA,2561-44908,"XM,O",48,91,99999,AHY,F
dc_59,2012-06-09,0001,B,NOCA,2421-34637,"OX,R",50.9,91,99999,AHY,F
gainesville_2,2012-06-10,0001,B,NOCA,1991-18021,"W,MX",37.5,85,91,AHY,F
dc_37,2012-06-12,0001,B,SOSP,2251-80399,"X,WW",17.2,59,99999,AHY,F
dc_37,2012-06-12,0001,B,NOCA,2421-11592,"XO,W",45.7,91,99999,AHY,F
dc_37,2012-06-12,0001,B,SOSP,2571-70301,"Y,XK",29,63,99999,AHY,M
springfield_12,2012-06-12,0001,B,GRCA,2531-91120,"XB,G",36,97,100,AHY,M
springfield_12,2012-06-12,0001,B,GRCA,2531-91118,"XO,O",36,91,94,AHY,M
springfield_12,2012-06-12,0001,B,GRCA,2531-91119,"GM,X",33.9,85,89,AHY,F
springfield_12,2012-06-12,0001,B,GRCA,2531-91122,"MX,M",38.7,92,94,AHY,M
springfield_12,2012-06-12,0001,B,NOCA,2531-91121,"MX,M",44.8,95,95,AHY,F
springfield_12,2012-06-12,0001,B,SOSP,2571-83007,"RW,X",20.5,66,68,AHY,M
springfield_5,2012-06-12,0001,B,GRCA,1891-11010,"X,KY",37,86,92,SY,F
springfield_5,2012-06-12,0001,B,NOCA,1891-11011,"X,RR",43.3,94,95,AHY,M
dc_48,2012-06-13,0001,B,GRCA,2421-34648,"XG,B",35.3,91,99999,AHY,M
dc_48,2012-06-13,0001,B,GRCA,2421-34649,"R,WX",41.1,86,99999,AHY,F
dc_57,2012-06-13,0001,B,NOCA,2561-44915,"G,XW",46,99,99999,AHY,M
dc_57,2012-06-13,0001,B,NOCA,2561-44916,"Y,XB",46.5,92,99999,AHY,F
dc_47,2012-06-14,0001,B,GRCA,2421-34651,"O,BX",39.2,85,99999,AHY,F
dc_47,2012-06-14,0001,B,GRCA,2421-34652,"KX,R",40,90,99999,AHY,M
dc_49,2012-06-14,0001,B,GRCA,2561-44917,"YX,M",31.7,86,99999,AHY,M
dc_49,2012-06-14,0001,B,GRCA,2561-44918,"XO,W",35.3,88,99999,AHY,F
dc_18,2012-06-15,0001,B,NOCA,2421-34653,"M,XO",50,90,99999,AHY,F
gainesville_1,2012-06-15,0001,B,NOCA,1991-18007,"G,YX",38.7,94,101,AHY,M
gainesville_1,2012-06-15,0830,B,NOCA,noBand-00001,"BY,X",39.1,90,102,AHY,M
dc_33,2012-06-16,0001,B,GRCA,791-17288,"R,XG",36.7,88,99999,AHY,F
dc_33,2012-06-16,0001,B,SOSP,2441-96483,"X,BG",21.2,68,99999,AHY,M
dc_33,2012-06-16,0001,B,GRCA,791-17290,"XR,B",35.1,88,99999,AHY,M
dc_33,2012-06-16,0001,B,GRCA,791-17291,"W,XG",36.3,91,99999,AHY,F
dc_33,2012-06-16,0001,B,GRCA,791-17292,"XK,O",31.7,87,99999,AHY,M
dc_33,2012-06-16,0001,B,SOSP,2441-96484,"YR,X",20,62,99999,AHY,F
springfield_6,2012-06-19,0001,B,NOCA,2531-91126,"XO,Y",43.3,89,95,AHY,F
springfield_6,2012-06-19,0001,B,NOCA,2531-91125,"W,XY",50.9,90,95,AHY,F
springfield_11,2012-06-20,0001,B,GRCA,2531-91127,"XB,Y",39.8,92,97,AHY,M
springfield_11,2012-06-20,0001,B,GRCA,2531-91128,"XO,G",33.4,88,89,AHY,F
springfield_11,2012-06-20,0001,B,GRCA,2531-91129,"Y,GX",35,86,86,AHY,M
springfield_11,2012-06-20,0001,B,SOSP,2571-83008,"XW,G",21.4,62,65,AHY,M
gainesville_18,2012-06-21,0001,B,NOCA,1991-18070,"GX,B",41.9,91.5,101,AHY,M
gainesville_18,2012-06-21,0001,B,NOCA,1991-18071,"X,YY",44.6,95,95,AHY,F
gainesville_18,2012-06-21,0001,B,NOCA,1991-18072,"M,WX",39.3,86,90,AHY,F
gainesville_18,2012-06-21,0001,B,NOCA,1991-18068,"KX,Y",39.5,97,99.5,AHY,M
gainesville_18,2012-06-21,0001,B,NOCA,1991-18075,"R,WX",40.1,89,94,AHY,F
gainesville_18,2012-06-21,0001,B,NOCA,1991-18076,"X,BM",40.9,89,92.5,AHY,F
dc_44,2012-06-23,0001,B,GRCA,2421-34660,"GR,X",36.3,92,99999,AHY,M
dc_44,2012-06-23,0001,B,GRCA,2421-34661,"O,KX",34,90,99999,AHY,M
dc_44,2012-06-23,0001,B,NOCA,2421-34662,"KR,X",44.2,94,99999,AHY,M
dc_23,2012-06-25,0001,B,NOCA,2421-34663,"XY,B",49,97,99999,AHY,M
dc_23,2012-06-25,0001,B,GRCA,2421-34664,"R,XK",35.9,91,99999,AHY,M
dc_23,2012-06-25,0001,B,GRCA,2421-34665,"M,XO",36.9,87,99999,AHY,F
dc_23,2012-06-25,0001,B,NOCA,2421-34666,"O,WX",40.5,92,99999,AHY,F
dc_23,2012-06-25,0001,B,NOCA,2421-34667,"GX,R",39.7,91,99999,AHY,F
dc_23,2012-06-25,0001,B,NOCA,2421-34668,"KX,M",43.4,96,99999,AHY,M
dc_40,2012-06-25,0001,B,NOCA,791-17297,"X,BW",39.5,99,99999,AHY,M
springfield_14,2012-06-25,0001,B,NOCA,2531-91135,"GX,W",43.1,88,92,AHY,F
springfield_14,2012-06-25,0001,B,NOCA,2531-91136,"RW,X",39.5,90,90,AHY,F
dc_24,2012-06-26,0001,B,SOSP,2441-96488,"RK,X",19.2,65,99999,AHY,M
dc_45,2012-06-26,0001,B,GRCA,2421-34669,"XO,O",35.3,89,99999,AHY,M
dc_45,2012-06-26,0001,B,GRCA,2421-34670,"XY,K",43,84,99999,AHY,F
dc_45,2012-06-26,0001,B,GRCA,2421-34672,"G,WX",35.7,88,99999,AHY,M
dc_45,2012-06-26,0001,B,NOCA,2421-34673,"GK,X",43.3,93,99999,AHY,F
dc_45,2012-06-26,0001,B,NOCA,2421-34674,"MX,B",44.3,92.5,99999,AHY,M
dc_45,2012-06-26,0001,B,GRCA,2421-34675,"X,KB",34.8,88,99999,AHY,M
dc_45,2012-06-26,0001,B,GRCA,2421-34676,"X,YG",37.7,88,99999,AHY,M
dc_45,2012-06-26,0001,B,GRCA,2421-34671,"R,XM",34.1,89,99999,AHY,M
dc_14,2012-06-27,0001,B,NOCA,791-17298,"XG,M",39.4,85,99999,AHY,F
dc_14,2012-06-27,0001,B,GRCA,791-17299,"R,GX",36.5,87,99999,AHY,M
dc_14,2012-06-27,0001,B,GRCA,791-17300,"K,XG",34.1,89,99999,AHY,F
dc_14,2012-06-27,0001,B,GRCA,2561-56803,"R,KX",33.8,89,99999,AHY,F
dc_72,2012-06-28,0001,B,GRCA,2421-34680,"X,RW",36.6,90,99999,AHY,F
dc_72,2012-06-28,0001,B,GRCA,2421-34679,"OB,X",35.2,90,99999,AHY,M
gainesville_14,2012-06-28,0001,B,NOCA,1991-18077,"XK,Y",38.5,89,97,AHY,F
gainesville_14,2012-06-28,0001,B,NOCA,1991-18078,"B,XG",39.4,88,89,AHY,M
gainesville_14,2012-06-28,0001,B,NOCA,1991-18080,"O,MX",35.6,87,94,AHY,F
gainesville_14,2012-06-28,0001,B,NOCA,1991-18081,"GX,K",39.3,85,90,AHY,F
dc_30,2012-06-29,0001,B,SOSP,2441-96491,"YX,G",19,63,99999,AHY,F
dc_31,2012-06-29,0001,B,NOCA,2421-34683,"M,XG",44.4,90,99999,AHY,F
dc_31,2012-06-29,0001,B,NOCA,2421-34684,"OX,Y",41.9,92,99999,AHY,M
dc_56,2012-07-02,0001,B,NOCA,2561-44924,"X,BB",42.9,94,99999,AHY,M
dc_2,2012-07-03,0001,B,NOCA,2421-34687,"OO,X",43.4,94,99999,AHY,M
dc_2,2012-07-03,0001,B,GRCA,2421-34689,"XY,K",38.8,85,99999,AHY,F
dc_2,2012-07-03,0001,B,GRCA,2421-34688,"M,RX",32.8,90,99999,AHY,M
dc_29,2012-07-03,0001,B,GRCA,2561-56801,"K,XR",34.3,86,99999,AHY,F
dc_29,2012-07-03,0001,B,SOSP,2441-96494,"W,KX",22.9,65,99999,AHY,M
dc_29,2012-07-03,0001,B,GRCA,2561-56804,"KO,X",34.1,88,99999,AHY,M
dc_29,2012-07-03,0001,B,GRCA,2561-56805,"K,WX",33.7,86,99999,AHY,M
dc_29,2012-07-03,0001,B,NOCA,2561-56802,"O,KX",42.4,89,99999,AHY,F
gainesville_5,2012-07-03,0001,B,NOCA,1991-18018,"X,OM",37.7,88,91,AHY,F
springfield_10,2012-07-03,0001,B,GRCA,1891-11018,"GG,X",39,94,99,AHY,F
springfield_10,2012-07-03,0001,B,GRCA,1891-11017,"GY,X",37,87,89,AHY,M
springfield_10,2012-07-03,0001,B,NOCA,1891-11019,"W,YX",40,92,95,AHY,M
dc_54,2012-07-06,0001,B,GRCA,2561-56807,"GG,X",37.2,93,99999,AHY,M
dc_54,2012-07-06,0001,B,GRCA,2561-56808,"XO,O",31.6,86,99999,AHY,F
gainesville_13,2012-07-06,0001,B,NOCA,1991-18019,"XO,B",43.2,86,103,AHY,M
springfield_15,2012-07-06,0001,B,NOCA,2531-91140,"BY,X",49.68,90,95,AHY,F
springfield_1,2012-07-08,0001,B,GRCA,1891-11020,"RK,X",34,87,88,AHY,M
gainesville_4,2012-07-09,0001,B,NOCA,1991-18082,"BX,K",39.5,93,88,AHY,M
springfield_9,2012-07-09,0001,B,SOSP,2291-44299,"O,XG",21,64,66,AHY,M
dc_61,2012-07-10,0001,B,GRCA,2561-44926,"K,XW",37.4,88,99999,AHY,F
springfield_16,2012-07-10,0001,B,SOSP,2291-44298,"OK,X",20,64,62,AHY,F
dc_42,2012-07-11,0001,B,NOCA,2561-56810,"BK,X",41.4,94,99999,AHY,M
dc_42,2012-07-11,0001,B,NOCA,2561-56811,"KY,X",41.9,92,99999,AHY,M
dc_42,2012-07-11,0001,B,GRCA,2561-56813,"Y,MX",35.5,86,99999,AHY,M
dc_42,2012-07-11,0001,B,GRCA,2561-56814,"X,OG",32.5,83,99999,AHY,M
dc_42,2012-07-11,0001,B,SOSP,2571-90101,"X,WG",22.8,67,99999,AHY,M
dc_42,2012-07-11,0001,B,NOCA,2561-56815,"KM,X",39,85,99999,AHY,F
dc_42,2012-07-11,0001,B,NOCA,2561-56816,"X,MG",40.6,92,99999,AHY,M
dc_55,2012-07-11,0001,B,GRCA,2561-44928,"YX,M",32.6,90,99999,AHY,M
dc_55,2012-07-11,0001,B,NOCA,2561-56607,"YX,GY",41,92,99999,AHY,M
dc_55,2012-07-11,0001,B,SOSP,2341-30381,"B,BX",21.7,62,99999,AHY,F
dc_55,2012-07-11,0001,B,SOSP,2341-30382,"Y,XP",15.7,68,99999,AHY,M
dc_55,2012-07-11,0001,B,GRCA,2561-44929,"K,XK",34.3,94,99999,AHY,M
dc_60,2012-07-12,0001,B,NOCA,2421-34692,"RK,X",47.4,90,99999,AHY,F
dc_60,2012-07-12,0001,B,SOSP,2441-14193,"XO,O",20.7,61,99999,AHY,F
dc_60,2012-07-12,0001,B,SOSP,2441-14194,"X,GW",19.9,62,99999,AHY,F
gainesville_21,2012-07-12,0001,B,NOCA,1991-18022,"RX,B",38.9,91,89,AHY,F
springfield_2,2012-07-12,0001,B,NOCA,1891-11021,"K,XB",43,92,96,AHY,M
dc_27,2012-07-13,0001,B,SOSP,2441-14195,"X,RR",21.2,63,99999,AHY,M
dc_27,2012-07-13,0001,B,NOCA,2421-34693,"WX,M",41.4,92,99999,AHY,F
dc_32,2012-07-13,0001,B,NOCA,2561-56819,"BX,Y",37,91,99999,AHY,M
dc_32,2012-07-13,0001,B,NOCA,2561-56820,"WG,X",41.5,84,99999,AHY,F
gainesville_12,2012-07-14,0001,B,NOCA,1991-18025,"MX,Y",37.3,84,98,AHY,F
springfield_23,2012-07-15,0001,B,GRCA,1891-11023,"G,YX",41,97,101,AHY,M
dc_16,2012-07-16,0001,B,NOCA,2561-44933,"XY,M",36.6,87,99999,AHY,F
dc_16,2012-07-16,0001,B,SOSP,2341-30387,"XY,K",20.7,72,99999,AHY,M
dc_16,2012-07-16,0001,B,NOCA,2561-44934,"X,BG",42.5,90,99999,AHY,M
