siteID,date,time,enc,spp,bandNumber,colorCombo,mass,wing,tl,age,sex
dc_9,2012-07-16,0001,B,NOCA,2421-34695,"G,RX",40.3,88,99999,AHY,F
dc_9,2012-07-16,0001,B,NOCA,2421-34696,"X,KY",40.4,90,99999,AHY,M
dc_28,2012-07-17,0001,B,NOCA,2421-34697,"G,WX",41,90,99999,AHY,F
gainesville_7,2012-07-17,0001,B,NOCA,1991-18097,"MW,X",38.2,86,95,AHY,F
gainesville_7,2012-07-17,0001,B,NOCA,1991-18098,"G,XO",37.9,84,86,AHY,F
gainesville_7,2012-07-17,0001,B,NOCA,1991-18096,"Y,BX",34,91,93,AHY,M
gainesville_7,2012-07-17,0001,B,NOCA,1292-71301,"XW,G",40.9,89,95,AHY,M
dc_25,2012-07-19,0001,B,SOSP,2441-14198,"X,OG",20.7,66.5,99999,AHY,M
dc_25,2012-07-19,0001,B,NOCA,2421-34698,"XG,B",38.6,90.5,99999,AHY,F
dc_43,2012-07-19,0001,B,GRCA,2561-56823,"G,BX",32.5,93,99999,AHY,F
dc_43,2012-07-19,0001,B,SOSP,2571-90109,"G,XG",22.6,68,99999,AHY,M
dc_43,2012-07-19,0001,B,GRCA,2561-56823,"G,BX",32.5,93,99999,AHY,F
dc_43,2012-07-19,0001,B,SOSP,2571-90109,"G,XG",22.6,68,99999,AHY,M
gainesville_15,2012-07-20,0001,B,NOCA,1991-18029,"XO,Y",37.9,89,92,AHY,F
gainesville_15,2012-07-20,0001,B,NOCA,1991-18030,"BY,X",38.4,91,95,AHY,M
gainesville_19,2012-07-20,0001,B,NOCA,1991-18047,"M,XO",43.8,92,89,AHY,F
springfield_22,2012-07-20,0001,B,GRCA,1891-11025,"B,XG",38,88,89,AHY,M
springfield_22,2012-07-20,0001,B,SOSP,2291-44297,"OB,X",22,70,70,AHY,M
dc_51,2012-07-21,0001,B,SOSP,2561-56826,"X,WG",20.1,66,99999,AHY,M
springfield_7,2012-07-22,0001,B,GRCA,1891-11031,"R,OX",39,90,95,AHY,F
springfield_7,2012-07-22,0001,B,SOSP,2291-44294,"B,WX",22.8,68,68,AHY,M
springfield_7,2012-07-22,0001,B,SOSP,2291-44292,"G,YX",22,66,54,AHY,M
springfield_7,2012-07-22,0001,B,SOSP,2291-44293,"Y,XY",20,63,60,AHY,F
dc_15,2012-07-23,0001,B,NOCA,2421-34700,"X,KR",38.2,91.5,99999,AHY,F
dc_15,2012-07-23,0001,B,NOCA,2531-74285,"XK,M",39,94,99999,AHY,M
dc_26,2012-07-23,0001,B,GRCA,2561-44935,"G,XK",33.2,89,99999,AHY,M
dc_66,2012-07-25,0001,B,SOSP,2571-90206,"BK,X",21.3,65.5,99999,SY,M
dc_66,2012-07-25,0001,B,SOSP,2571-90205,"Y,WX",21.4,62,99999,SY,F
gainesville_10,2012-07-25,0001,B,NOCA,1991-18033,"OW,X",35.7,87.5,96,AHY,F
gainesville_6,2012-07-26,0001,B,NOCA,1991-18048,"X,MG",41.3,92,91,AHY,F
dc_13,2012-07-27,0001,B,GRCA,2561-56829,"BK,X",33.2,92,99999,AHY,M
dc_13,2012-07-27,0001,B,GRCA,2561-56830,"GX,W",32.4,91,99999,AHY,M
dc_13,2012-07-27,0001,B,NOCA,2561-56828,"OR,X",47.3,97,99999,AHY,M
springfield_18,2012-07-27,0001,B,GRCA,2531-91151,"YX,G",35.18,86,91,AHY,F
springfield_18,2012-07-27,0001,B,SOSP,2571-83015,"MX,M",19.09,61,62,AHY,M
dc_36,2012-07-28,0001,B,NOCA,2561-56831,"XY,W",34.1,85,99999,AHY,F
dc_36,2012-07-28,0001,B,SOSP,2571-90115,"X,WG",18,63,99999,AHY,M
dc_36,2012-07-28,0001,B,NOCA,2561-56832,"G,XW",43.2,95,105,AHY,M
dc_36,2012-07-28,0001,B,NOCA,2561-56833,"X,GG",43.9,90,99999,AHY,F
dc_22,2012-07-29,0001,B,GRCA,2561-56834,"XW,Y",34.5,91,99999,AHY,M
dc_22,2012-07-29,0001,B,GRCA,2561-56835,"GB,X",39.7,92,99999,AHY,M
dc_22,2012-07-29,0001,B,GRCA,2561-56836,"WP,RX",34.3,92,99999,AHY,F
dc_22,2012-07-29,0001,B,NOCA,2561-56837,"OR,X",40.9,94,99999,AHY,M
springfield_3,2012-07-29,0001,B,NOCA,1891-11034,"GY,X",40,89,96,AHY,F
gainesville_3,2012-07-30,0001,B,NOCA,1991-18037,"GM,X",41.5,101,90.5,AHY,M
gainesville_3,2012-07-30,0001,B,NOCA,1991-18039,"X,GR",37.5,87,96,AHY,F
gainesville_3,2012-07-30,0001,B,NOCA,1991-18040,"KX,W",40.9,86,94,AHY,F
gainesville_14,2012-08-01,0001,B,NOCA,2331-09115,"XR,P",41,88,90,AHY,F
gainesville_16,2012-08-02,0001,B,NOCA,1292-71311,"K,XP",39.5,91.5,98,AHY,M
gainesville_9,2012-08-03,0001,B,NOCA,2331-09118,"XM,B",37.8,88,89.5,AHY,F
gainesville_9,2012-08-03,0001,B,NOCA,2331-09120,"G,KX",36.7,94,101,AHY,M
gainesville_9,2012-08-03,0001,B,NOCA,1292-71313,"XR,G",43.5,90,98.5,AHY,M
gainesville_17,2013-04-16,0001,B,NOCA,2531-74290,"W,XM",38.1,91,99,AHY,M
gainesville_20,2013-05-07,0001,B,NOCA,2331-09304,"XM,M",43.4,89,92,AHY,F
gainesville_20,2013-05-07,0001,B,NOCA,2331-09305,"WB,X",36.6,89,92,AHY,M
dc_75,2013-05-11,0001,B,GRCA,2441-13825,"XG,O",35.8,89,99999,AHY,M
dc_75,2013-05-13,0001,B,GRCA,2641-63902,"G,BX",36,90,99999,AHY,M
dc_75,2013-05-13,0001,B,NOCA,2641-63901,"B,YX",40.6,100,99999,AHY,M
gainesville_3,2013-05-13,0001,B,NOCA,2331-09123,"G,KX",42.3,92,93,AHY,M
dc_67,2013-05-14,0001,B,GRCA,2641-63903,"M,WX",32.3,89,99999,AHY,M
dc_67,2013-05-14,0001,B,NOCA,2641-63904,"W,GX",38.3,89,99999,AHY,M
dc_29,2013-05-15,0001,B,NOCA,2641-63905,"X,KY",36.5,89,99999,AHY,M
dc_29,2013-05-15,0001,B,NOCA,2641-63907,"X,GK",42.5,96,99999,AHY,M
dc_29,2013-05-15,0001,B,NOCA,2641-63906,"WX,K",36.2,88,99999,AHY,F
dc_41,2013-05-16,0001,B,SOSP,2441-96341,"K,OX",19.9,99999,66,AHY,M
dc_41,2013-05-16,0001,B,NOCA,2641-63908,"O,OX",39.9,92,98,AHY,F
dc_41,2013-05-16,0001,B,GRCA,2641-63909,"GG,X",35.8,92,98,AHY,M
dc_42,2013-05-17,0001,B,NOCA,2641-63910,"M,WX",42.4,87,99999,AHY,F
dc_42,2013-05-17,0001,B,NOCA,2641-63911,"OB,X",38,94,99999,AHY,M
gainesville_6,2013-05-17,0001,R,NOCA,1991-18048,"X,MG",42.4,90,95,AHY,F
springfield_5,2013-05-17,0001,B,NOCA,2531-91185,"O,XM",48.54,91,99,AHY,F
gainesville_1,2013-05-18,0001,B,NOCA,2331-09135,"X,YM",99999,99999,99999,AHY,M
springfield_13,2013-05-20,0001,B,NOCA,1891-11039,"G,XB",45.62,93,98,AHY,M
springfield_13,2013-05-20,0001,B,SOSP,2291-44283,"WG,X",21.06,63,62,ASY,F
springfield_13,2013-05-20,0001,B,SOSP,2571-83033,"YK,X",21.81,65,66,ASY,M
gainesville_14,2013-05-23,0001,B,NOCA,2331-09148,"X,W",42.7,86,90,AHY,F
gainesville_14,2013-05-23,0001,R,NOCA,1991-18078,"B,XG",38.5,87,89,AHY,M
gainesville_14,2013-05-23,0001,B,NOCA,2331-09146,"X,BB",37.1,93,98,AHY,M
gainesville_14,2013-05-23,0001,B,NOCA,2331-09147,"WX,R",35.7,87,90,AHY,F
dc_61,2013-05-24,0001,B,NOCA,2641-63621,"MW,X",42.1,92,99999,AHY,M
dc_61,2013-05-24,0001,B,GRCA,2641-63622,"GB,X",42.5,89,99999,AHY,F
dc_61,2013-05-24,0001,B,SOSP,2441-96522,"W,OX",17.3,65,99999,AHY,F
gainesville_18,2013-05-24,0001,B,NOCA,2331-09149,"WW,X",37.5,88,97,AHY,F
gainesville_18,2013-05-24,0001,B,NOCA,2331-09151,"MM,X",41.9,90.5,103,AHY,M
dc_21,2013-05-28,0001,B,NOCA,2641-63917,"Y,PX",41.2,91,99999,AHY,F
dc_21,2013-05-28,0001,B,GRCA,2641-63916,"O,XR",36.7,91,99999,AHY,M
gainesville_21,2013-05-28,0001,B,NOCA,2331-09308,"BW,X",35.4,88,105,AHY,M
dc_12,2013-05-29,0001,B,NOCA,2641-63625,"MW,X",38.6,95,99999,AHY,M
gainesville_11,2013-05-29,0001,B,NOCA,2331-09160,"K,OX",35.7,86,92,AHY,M
gainesville_11,2013-05-29,0001,B,NOCA,2331-09162,"GX,R",36.8,88,97,AHY,M
gainesville_11,2013-05-29,0001,B,NOCA,2331-09163,"BX,G",33.3,89,94,AHY,M
springfield_14,2013-05-31,0001,B,GRCA,2561-86607,"O,XM",39.22,73,88,ASY,F
springfield_14,2013-05-31,0001,B,GRCA,2561-86609,"R,BX",38.8,90,98,ASY,M
springfield_14,2013-05-31,0001,B,NOCA,2561-86608,"X,OM",44.36,90,99,AHY,M
springfield_14,2013-05-31,0001,B,SOSP,2371-04307,"XM,OM",21.93,64,65,ASY,M
springfield_14,2013-05-31,0001,B,SOSP,2371-04308,"K,XB",19.7,64,62,SY,F
gainesville_15,2013-06-01,0001,B,NOCA,2331-09164,"BM,X",39.1,97,98,AHY,M
gainesville_15,2013-06-01,0001,B,NOCA,2331-09165,"Y,XM",37.4,83,86,AHY,F
springfield_24,2013-06-02,0001,B,SOSP,2291-44282,"RR,X",19.79,62,62,ASY,M
dc_18,2013-06-03,0001,B,SOSP,2441-96525,"KX,W",20,64,99999,AHY,M
dc_18,2013-06-03,0001,B,GRCA,2641-63627,"XG,W",33.5,84,99999,SY,M
dc_18,2013-06-03,0001,B,GRCA,2641-63628,"O,RX",34.2,87.5,99999,SY,M
dc_37,2013-06-04,0001,B,NOCA,2641-63920,"K,XK",42.4,99999,103,AHY,M
dc_37,2013-06-04,0001,B,NOCA,2641-63921,"X,KB",36.8,99999,105,AHY,M
dc_37,2013-06-04,0001,R,NOCA,2421-11586,"YR,X",43,99999,99999,AHY,M
gainesville_4,2013-06-04,0001,R,NOCA,1991-18082,"BX,K",38.8,94,105,AHY,M
gainesville_4,2013-06-04,0001,B,NOCA,2331-09312,"BW,X",38.5,89,92,AHY,F
gainesville_4,2013-06-04,0001,B,NOCA,2331-09313,"XW,Y",40.6,97,103,AHY,M
springfield_1,2013-06-04,0001,B,NOCA,2561-86610,"GG,X",38.43,90.5,93,ASY,M
dc_1,2013-06-06,0001,B,NOCA,2641-63634,"XK,R",40.7,89,99999,AHY,M
dc_1,2013-06-06,0001,B,NOCA,2641-63635,"GX,K",43.6,89,99999,AHY,F
dc_1,2013-06-06,0001,B,SOSP,2441-96528,"XP,R",21,63,99999,AHY,M
springfield_16,2013-06-06,0001,B,SOSP,2571-83035,"X,WR",20.28,62,78,ASY,M
springfield_16,2013-06-06,0001,R,SOSP,2291-44298,"OK,X",22.55,65,65,ASY,F
springfield_16,2013-06-06,0001,B,SOSP,2571-83037,"M,BX",20.52,62,63,ASY,F
springfield_16,2013-06-06,0001,B,SOSP,2571-83036,"Y,XG",22.15,70,70,ASY,M
springfield_2,2013-06-06,0001,B,GRCA,2561-86613,"GX,B",36.25,92,95,ASY,M
springfield_2,2013-06-06,0001,B,GRCA,2561-86611,"OX,O",40.49,93,99,ASY,M
springfield_2,2013-06-06,0001,B,GRCA,2561-86612,"RY,X",40.2,89,93,ASY,F
springfield_2,2013-06-06,0001,B,SOSP,2371-04311,"OX,O",21.73,66,66,ASY,M
dc_6,2013-06-08,0001,B,GRCA,2641-63928,"M,YX",34.6,87,99999,AHY,M
dc_6,2013-06-08,0001,B,NOCA,2641-63924,"K,WX",44.6,96,99999,AHY,M
dc_6,2013-06-08,0001,B,GRCA,2641-63927,"XM,K",35.3,90,99999,AHY,M
dc_6,2013-06-08,0001,B,GRCA,2641-63925,"XW,Y",34.4,89,99999,AHY,M
dc_6,2013-06-08,0001,B,SOSP,2441-96351,"G,XY",22.2,69,99999,AHY,M
dc_6,2013-06-08,0001,B,NOCA,2641-63926,"XK,W",39.5,90,99999,AHY,F
springfield_19,2013-06-08,0001,B,GRCA,1891-11048,"RR,X",37.09,92,96,ASY,M
springfield_19,2013-06-08,0001,B,NOCA,1891-11046,"WG,X",46.29,92,105,ASY,F
springfield_19,2013-06-08,0001,B,NOCA,1891-11047,"YX,M",43.32,95,109,ASY,M
springfield_19,2013-06-08,0001,B,SOSP,2571-83039,"X,OY",22.25,64,61,SY,F
gainesville_7,2013-06-11,0001,R,NOCA,1991-18096,"Y,BX",40.4,89,94,AHY,M
gainesville_7,2013-06-11,0001,R,NOCA,1991-18097,"MW,X",39,88,99,AHY,F
gainesville_7,2013-06-11,0001,R,NOCA,1991-18098,"G,XO",39.8,84,89,AHY,F
gainesville_7,2013-06-11,0001,B,NOCA,2331-09172,"K,XW",42,92,100,AHY,M
gainesville_7,2013-06-11,0001,B,NOCA,2331-09173,"X,KY",40.3,94,101,AHY,M
springfield_4,2013-06-11,0001,B,GRCA,2561-86617,"X,OB",38.38,87,87,AHY,M
springfield_4,2013-06-11,0001,B,GRCA,2561-86619,"R,XK",34.77,93,97,ASY,M
springfield_4,2013-06-11,0001,B,NOCA,2561-86618,"OX,O",43.43,96,100,ASY,M
dc_37,2013-06-12,0001,B,GRCA,2641-63929,"GX,W",32,88,99999,AHY,M
dc_37,2013-06-12,0001,B,NOCA,2641-63931,"WB,X",99999,93,99999,AHY,F
dc_37,2013-06-12,0001,B,NOCA,2641-63930,"R,XO",39.8,90,99999,AHY,F
springfield_9,2013-06-13,0001,B,GRCA,2561-86622,"YX,K",36.25,88,92,AHY,M
springfield_9,2013-06-13,0001,B,SOSP,2371-04313,"X,KR",20.22,62,63,AHY,F
springfield_9,2013-06-13,0001,B,SOSP,2371-04312,"XY,Y",21.62,66,66,SY,M
dc_35,2013-06-14,0001,B,NOCA,2641-63638,"X,RB",45.1,99,99999,AHY,M
dc_35,2013-06-14,0001,B,NOCA,2641-63640,"X,MY",43,95,99999,AHY,M
dc_35,2013-06-14,0001,B,NOCA,2641-63637,"G,XK",44.8,87.5,99999,AHY,F
springfield_7,2013-06-14,0001,B,GRCA,2561-86624,"K,XY",35.87,92,100,ASY,M
springfield_7,2013-06-14,0001,B,GRCA,2561-86623,"BX,M",36.6,88,92,SY,F
springfield_7,2013-06-14,0001,B,GRCA,2561-86625,"Y,XY",33.87,88,97,AHY,M
springfield_7,2013-06-14,0001,R,SOSP,2291-44294,"B,WX",23.62,66,71,ASY,M
springfield_7,2013-06-14,0001,B,SOSP,2371-04314,"OO,X",21.5,63,64,AHY,F
dc_78,2013-06-15,0001,B,GRCA,2641-63641,"YX,Y",34.7,87,99999,SY,M
dc_78,2013-06-15,0001,B,GRCA,2641-63642,"WX,G",37.9,88,99999,AHY,M
dc_46,2013-06-16,0001,R,GRCA,2561-44905,"GX,B",32.8,99999,99999,AHY,M
dc_47,2013-06-19,0001,B,SOSP,2571-70316,"G,XW",20.5,67,99999,AHY,M
dc_47,2013-06-19,0001,B,SOSP,2571-70317,"MK,X",20.5,67.5,99999,AHY,M
dc_47,2013-06-19,0001,R,GRCA,2421-34652,"KX,R",41.5,99999,99999,AHY,M
gainesville_10,2013-06-19,0001,B,NOCA,2331-09182,"Y,RX",27,89,98,AHY,F
dc_74,2013-06-20,0001,B,NOCA,2531-74553,"BX,O",44.1,97,99999,AHY,M
dc_74,2013-06-20,0001,B,NOCA,2531-74555,"M,PX",43.1,94,99999,SY,M
dc_74,2013-06-20,0001,B,SOSP,2661-31504,"OX,W",22,64,99999,AHY,M
dc_74,2013-06-20,0001,B,NOCA,2531-74552,"XY,G",44.5,98,99999,AHY,M
dc_74,2013-06-20,0001,B,NOCA,2531-74554,"PR,X",43.7,92,99999,AHY,M
gainesville_2,2013-06-20,0001,B,NOCA,2331-09325,"GW,X",39,90,98,AHY,F
gainesville_2,2013-06-20,0001,B,NOCA,2331-09326,"XR,W",99999,90.5,95,AHY,M
gainesville_8,2013-06-20,0001,B,NOCA,2331-09184,"X,WM",23.9,88,96,AHY,F
gainesville_8,2013-06-20,0001,B,NOCA,2331-09185,"R,RX",24.4,87,91,AHY,F
gainesville_8,2013-06-20,0001,B,NOCA,2331-09187,"XY,K",25.3,91,101,AHY,M
springfield_11,2013-06-20,0001,B,NOCA,2561-86631,"YM,X",44.61,96,111,AHY,M
springfield_11,2013-06-20,0001,B,SOSP,2371-04321,"X,MB",22.41,66,69,SY,M
springfield_23,2013-06-20,0001,B,GRCA,2531-91188,"XK,R",37.4,93,98,ASY,F
springfield_23,2013-06-20,0001,B,GRCA,1891-11058,"BB,X",34.47,96,96,ASY,M
springfield_23,2013-06-20,0001,B,SOSP,2571-83044,"B,XO",21.77,68,69,SY,M
springfield_15,2013-06-21,0001,B,NOCA,2531-91189,"K,MX",42.16,92,95,AHY,M
dc_65,2013-06-22,0001,B,NOCA,2641-63932,"X,KR",44.8,95,99999,AHY,F
dc_69,2013-06-22,0001,B,SOSP,2661-31506,"X,BG",21,64,99999,AHY,M
dc_9,2013-06-22,0001,B,NOCA,2641-63645,"P,XM",35.7,85,99999,AHY,F
dc_14,2013-06-25,0001,B,GRCA,2441-13838,"Y,XM",22.1,84,99999,AHY,M
dc_39,2013-06-25,0001,B,SOSP,2441-96540,"B,X",22.1,62,99999,AHY,F
dc_80,2013-06-26,0001,B,SOSP,2441-96541,"W,MX",20.3,55,99999,AHY,M
dc_23,2013-06-27,0001,B,SOSP,2441-96542,"Y,MX",21.1,65,99999,AHY,M
dc_23,2013-06-27,0001,B,GRCA,2641-63648,"X,RY",37.5,90,99999,AHY,F
dc_23,2013-06-27,0001,B,GRCA,2641-63649,"X,RR",33.5,89,99999,SY,M
dc_23,2013-06-27,0001,B,GRCA,2641-63650,"X,WO",34.3,87,99999,AHY,M
dc_23,2013-06-27,0001,B,NOCA,2641-63651,"P,XR",42,92,99999,AHY,M
dc_43,2013-06-27,0001,B,GRCA,2531-74562,"KW,X",39.3,90,99999,ASY,M
dc_43,2013-06-27,0001,R,SOSP,2571-90109,"G,XG",23.4,99999,99999,AHY,M
dc_43,2013-06-27,0001,B,GRCA,2531-74562,"KW,X",39.3,90,99999,ASY,M
dc_43,2013-06-27,0001,R,SOSP,2571-90109,"G,XG",23.4,99999,99999,AHY,M
dc_62,2013-06-27,0001,B,NOCA,2531-90227,"G,XG",45,89,99999,AHY,F
dc_36,2013-06-28,0001,B,GRCA,2441-13841,"K,XM",37.6,89.5,99999,AHY,F
dc_19,2013-06-29,0001,B,NOCA,2641-63936,"O,XY",41.1,92,99999,AHY,F
dc_19,2013-06-29,0001,B,SOSP,2441-96359,"K,XG",20.1,63,99999,AHY,F
dc_19,2013-06-29,0001,B,GRCA,2641-63937,"XO,O",32.9,86,99999,AHY,M
dc_38,2013-06-29,0001,B,SOSP,2571-90121,"YX,R",22.1,64,99999,SY,M
dc_25,2013-07-01,0001,B,GRCA,2641-63938,"BK,X",37.1,89,99999,AHY,F
dc_56,2013-07-02,0001,B,NOCA,2561-56845,"RB,X",44.6,93,99999,AHY,F
dc_56,2013-07-02,0001,B,NOCA,2561-56846,"YX,K",42.9,94,99999,AHY,M
dc_66,2013-07-02,0001,B,SOSP,2661-31514,"BG,X",21.9,66,99999,AHY,M
dc_66,2013-07-02,0001,B,SOSP,2661-31515,"R,XO",20.9,62,99999,ASY,F
dc_32,2013-07-04,0001,B,NOCA,2561-56847,"Y,XB",39.2,90,99999,AHY,F
springfield_6,2013-07-04,0001,B,SOSP,2371-04327,"G,XM",20.46,65,67,SY,M
dc_34,2013-07-06,0001,B,SOSP,2441-96360,"X,RK",20.4,69,69,AHY,M
dc_5,2013-07-06,0001,B,GRCA,2641-63661,"BX,R",75.5,127,99999,AHY,F
dc_5,2013-07-06,0001,B,GRCA,2641-63662,"Y,XY",36.1,88,99999,AHY,M
springfield_21,2013-07-06,0001,B,NOCA,2531-91199,"GM,X",40.2,92,96,AHY,F
dc_26,2013-07-08,0001,B,GRCA,2531-90229,"MX,M",35.8,91.5,99999,AHY,M
dc_53,2013-07-08,0001,R,GRCA,2421-34617,"XR,R",34.1,99999,99999,AHY,F
dc_72,2013-07-08,0001,B,GRCA,2641-63672,"MX,W",36,89,99999,SY,M
dc_72,2013-07-08,0001,B,GRCA,2641-63666,"XY,Y",35,86,99999,AHY,F
dc_72,2013-07-08,0001,B,NOCA,2641-63670,"OB,X",41.9,92,99999,AHY,M
springfield_18,2013-07-08,0001,B,SOSP,2571-83051,"O,RX",20.66,63,62,ASY,M
springfield_27,2013-07-08,0001,B,NOCA,2561-86637,"RG,X",48.16,95,99999,ASY,M
dc_60,2013-07-09,0001,B,SOSP,2441-96550,"YK,X",23,68,99999,AHY,F
dc_77,2013-07-09,0001,B,GRCA,2531-90230,"OR,X",34.1,86,99999,SY,F
dc_77,2013-07-09,0001,B,GRCA,2531-90231,"W,WX",33.7,91,99999,ASY,M
dc_77,2013-07-09,0001,B,GRCA,2531-90232,"B,XB",35.6,85,99999,SY,M
dc_77,2013-07-09,0001,B,SOSP,2571-70324,"OO,X",20.7,64,99999,AHY,M
dc_24,2013-07-10,0001,B,NOCA,2641-63302,"W,XO",38.2,94,99999,AHY,F
dc_24,2013-07-10,0001,B,NOCA,2641-63304,"X,WW",46,90.5,99999,AHY,M
